"price","make","kms","fuel","seller","tx","owner","mileage","esize","power"
150,"Other",68,"Petrol","Individual","Manual","Third or above",18.6,1199,79.4
272,"Other",170,"Diesel","Individual","Manual","Third or above",16.52,1991,123.7
210,"Other",90,"Diesel","Individual","Manual","Third or above",16.52,1991,123.7
140,"Other",70,"Diesel","Individual","Manual","Third or above",25.44,936,57.6
80,"Other",80,"Petrol","Individual","Manual","Third or above",18,995,62
150,"Other",60,"Petrol","Individual","Manual","Third or above",15.26,1150,74.9
350,"Other",50,"Diesel","Individual","Manual","Third or above",18.2,1248,73.8
140,"Other",70,"Diesel","Individual","Manual","Third or above",25.44,936,57.6
409.999,"Other",210,"Diesel","Individual","Manual","Third or above",12.2,1994,105.3
550,"Other",74,"Diesel","Individual","Manual","Third or above",17.3,1998,163.7
285,"Other",265,"Diesel","Individual","Manual","Third or above",14.8,2499,80
100,"Other",60,"Petrol","Individual","Manual","First ",18.5,796,53
86,"Other",46.951,"Petrol","Individual","Manual","First ",18.5,796,53
45,"Other",137,"Petrol","Individual","Manual","First ",18.5,796,53
150,"Other",42,"Petrol","Individual","Manual","First ",20.63,1198,67
275,"Other",49,"Petrol","Dealer","Manual","First ",19.02,1198,67.05
300,"Other",40,"Petrol","Individual","Manual","First ",19.02,1198,67.05
335,"Other",40,"Petrol","Dealer","Manual","First ",20.63,1198,67
350,"Other",2.136,"Petrol","Individual","Manual","First ",22.5,999,67
235,"Other",25,"Petrol","Individual","Manual","First ",22.7,799,53.64
217,"Other",25,"Petrol","Individual","Manual","First ",22.7,799,53.64
385,"Other",30,"Petrol","Individual","Manual","First ",20.63,1198,67.06
229.999,"Other",80,"Petrol","Individual","Manual","First ",22.7,799,53
300,"Other",15,"Petrol","Individual","Manual","First ",20.62,1198,67
300,"Other",60,"Petrol","Individual","Manual","First ",20.62,1198,67
270,"Other",2.3,"Petrol","Individual","Manual","First ",22.7,799,53.64
350,"Other",60,"Petrol","Individual","Manual","First ",20.62,1198,67
300,"Other",25,"Petrol","Individual","Manual","First ",22.7,799,53.64
225,"Other",71.85,"Petrol","Individual","Manual","First ",20.63,1198,67
329,"Other",19,"Petrol","Individual","Manual","First ",20.63,1198,67
200,"Other",140,"Petrol","Individual","Manual","First ",19.02,1198,67.05
390,"Other",10,"Petrol","Individual","Manual","First ",22.5,999,67
290,"Other",30,"Petrol","Individual","Manual","First ",22.7,799,53.64
260,"Other",35,"Petrol","Individual","Manual","First ",22.7,799,53.64
275,"Other",20,"Petrol","Individual","Manual","First ",20.63,1198,67
350,"Other",50,"Petrol","Individual","Manual","First ",19.44,1198,67
350,"Other",16.5,"Petrol","Individual","Manual","First ",20.63,1198,67
300,"Other",19,"Petrol","Individual","Manual","First ",22.5,999,67
350,"Other",50,"Petrol","Individual","Manual","First ",20.63,1198,67
225,"Other",33,"Petrol","Individual","Manual","First ",20.63,1198,67
300,"Other",20,"Petrol","Individual","Manual","First ",22.5,999,67
270,"Other",31.1,"Petrol","Dealer","Manual","First ",22.7,799,53.64
450,"Other",10,"Petrol","Individual","Manual","First ",19.02,1198,67.05
500,"Other",10,"Petrol","Individual","Manual","First ",19.02,1198,67.05
400,"Other",10,"Petrol","Individual","Manual","First ",19.83,1198,67
270,"Other",31.1,"Petrol","Dealer","Manual","First ",22.7,799,53.64
450,"Other",80,"Petrol","Individual","Manual","First ",20.62,1198,67
217,"Other",25,"Petrol","Individual","Manual","First ",22.7,799,53.64
320,"Other",35,"Petrol","Individual","Manual","First ",22.5,999,67
475,"Other",40,"Petrol","Individual","Manual","First ",20.62,1198,67
225,"Other",35,"Petrol","Individual","Manual","First ",20.63,1198,67
335,"Other",40,"Petrol","Dealer","Manual","First ",20.63,1198,67
325,"Other",1.3,"Petrol","Individual","Manual","First ",22.5,999,67
275,"Other",20,"Petrol","Individual","Automatic","First ",23,999,67
275,"Other",49,"Petrol","Dealer","Manual","First ",19.02,1198,67.05
325,"Other",65,"Petrol","Dealer","Manual","First ",19.02,1198,67.05
590,"Other",4,"Petrol","Individual","Manual","First ",19.72,1198,67
210,"Other",80,"Petrol","Individual","Manual","First ",20.63,1198,67.06
330,"Other",60,"Petrol","Individual","Manual","First ",20.63,1198,67
385,"Other",20,"Petrol","Individual","Manual","First ",20.62,1198,67
310,"Other",7,"Petrol","Individual","Manual","First ",22.5,999,67
300,"Other",7,"Petrol","Individual","Manual","First ",22.5,999,67
459.999,"Other",35,"Petrol","Individual","Manual","First ",19.83,1198,67
250,"Other",10,"Petrol","Individual","Manual","First ",22.7,799,53.64
220,"Other",60,"Petrol","Individual","Manual","First ",22.5,999,67
530,"Other",65,"Petrol","Individual","Manual","First ",19.02,1198,67.05
278,"Other",20,"Petrol","Individual","Manual","First ",22.5,999,67
240,"Other",35,"Petrol","Individual","Manual","First ",22.5,999,67
150,"Other",42,"Petrol","Individual","Manual","First ",20.63,1198,67
280,"Other",50,"Petrol","Individual","Manual","First ",22.7,799,53.64
200,"Other",35,"Petrol","Individual","Manual","First ",22.7,799,53.64
329,"Other",80,"Petrol","Individual","Manual","Second ",20.63,1198,67
430,"Other",5,"Petrol","Individual","Manual","Second ",20.63,1198,67
430,"Other",5,"Petrol","Individual","Manual","Second ",20.63,1198,67
430,"Other",5,"Petrol","Individual","Manual","Second ",20.63,1198,67
329,"Other",80,"Petrol","Individual","Manual","Second ",20.63,1198,67
325,"Other",70,"Petrol","Individual","Manual","Second ",19.44,1198,67
229.999,"Other",60,"Petrol","Individual","Manual","Second ",19.44,1198,67
260,"Other",35,"Petrol","Individual","Manual","Third or above",19.44,1198,67
400,"Other",90,"Diesel","Individual","Manual","First ",20.3,1248,92
280,"Other",200,"Diesel","Individual","Manual","First ",20.5,1248,91.7
325,"Other",142.5,"Diesel","Individual","Manual","First ",19.5,1248,75
700,"Other",20,"Diesel","Individual","Manual","First ",20.4,1248,91.7
280,"Other",52,"Diesel","Individual","Manual","First ",20.3,1248,75
250,"Other",30,"Diesel","Individual","Manual","First ",20.4,1248,91.2
320,"Other",39.395,"Diesel","Individual","Manual","First ",21.2,1248,75
150,"Other",55,"Petrol","Individual","Manual","First ",14.6,1368,88.7
250,"Other",47,"Diesel","Individual","Manual","First ",20.3,1248,75
360,"Other",100,"Diesel","Individual","Manual","First ",20.5,1248,91.72
265,"Other",33.003,"Petrol","Individual","Manual","First ",15.7,1172,67
550,"Other",67,"Diesel","Individual","Manual","First ",21.2,1248,75
500,"Other",96.5,"Diesel","Individual","Manual","First ",20.5,1248,91.72
425,"Other",96.5,"Diesel","Individual","Manual","First ",20.5,1248,91.72
450,"Other",120,"Diesel","Individual","Manual","First ",20.5,1248,91.72
700,"Other",20,"Diesel","Individual","Manual","First ",20.4,1248,91.7
300,"Other",60,"Diesel","Individual","Manual","First ",20.3,1248,75
300,"Other",77,"Diesel","Individual","Manual","First ",20.4,1248,91.7
300,"Other",133,"Diesel","Individual","Manual","First ",20.3,1248,75
375,"Other",67,"Diesel","Individual","Manual","First ",20.4,1248,91.7
500,"Other",70,"Diesel","Individual","Manual","First ",20.4,1248,91.7
300,"Other",82.5,"Diesel","Individual","Manual","First ",20.3,1248,75
150,"Other",55,"Petrol","Individual","Manual","First ",14.6,1368,88.7
450,"Other",70,"Diesel","Individual","Manual","First ",20.3,1248,75
200,"Other",80,"Diesel","Individual","Manual","Second ",20.4,1248,91.2
190,"Other",178,"Diesel","Individual","Manual","Second ",20.4,1248,91.7
140,"Other",110,"Petrol","Individual","Manual","Second ",15.7,1172,67
170,"Other",60,"Diesel","Individual","Manual","Second ",20.3,1248,75
100,"Other",100,"Petrol","Individual","Manual","Second ",15.7,1172,67
285,"Other",70,"Diesel","Individual","Manual","Second ",20.3,1248,92
459.999,"Other",60,"Diesel","Individual","Manual","Second ",20.5,1248,91.72
220,"Other",117,"Diesel","Individual","Manual","Second ",20.3,1248,75
360,"Other",60,"Diesel","Individual","Manual","Second ",20.5,1248,91.7
150,"Other",100,"Petrol","Individual","Manual","Second ",16,1368,90
265,"Other",61,"Diesel","Dealer","Manual","Second ",20.4,1248,91.7
125,"Other",40,"Petrol","Individual","Manual","Second ",16,1368,90
300,"Other",95,"Diesel","Individual","Manual","Third or above",21.2,1248,75
280,"Other",185,"Diesel","Individual","Manual","Third or above",19.5,1248,75
350,"Other",60,"Petrol","Individual","Manual","Third or above",15.8,1172,67.1
275,"Other",110,"Diesel","Individual","Manual","Third or above",20.4,1248,91.7
254.999,"Other",100,"Diesel","Individual","Manual","Third or above",20.3,1248,75
910,"Other",20,"Diesel","Dealer","Manual","First ",17,2596,80.8
1050,"Other",13,"Diesel","Individual","Manual","First ",17,2200,139.01
1050,"Other",13,"Diesel","Individual","Manual","First ",17,2200,139.01
910,"Other",20,"Diesel","Dealer","Manual","First ",17,2596,80.8
850,"Other",120,"Diesel","Individual","Manual","Second ",17,2650,80.84
555,"Other",147.279,"Diesel","Individual","Manual","Second ",17,2200,139.01
200,"Ford",169,"Diesel","Individual","Manual","First ",20,1399,68.1
610,"Ford",90,"Diesel","Individual","Manual","First ",22.77,1498,98.59
850,"Ford",76.139,"Diesel","Individual","Manual","First ",23,1498,98.96
575,"Ford",9.5,"Petrol","Individual","Manual","First ",18.16,1196,86.8
160,"Ford",120,"Diesel","Individual","Manual","First ",20,1399,68
910,"Ford",15,"Petrol","Individual","Manual","First ",17,1497,121.36
292,"Ford",70,"Diesel","Individual","Manual","First ",20,1399,68.05
550,"Ford",44,"Petrol","Individual","Manual","First ",18.16,1196,86.8
950,"Ford",30,"Diesel","Individual","Manual","First ",23,1498,98.96
550,"Ford",14.2,"Petrol","Individual","Manual","First ",18.16,1196,86.8
700,"Ford",19.1,"Petrol","Individual","Manual","First ",19,1194,94.68
484.999,"Ford",54,"Diesel","Dealer","Manual","First ",23,1498,98.96
650,"Ford",125,"Diesel","Individual","Manual","First ",22.77,1498,98.59
370,"Ford",60,"Petrol","Individual","Manual","First ",18.16,1196,86.8
700,"Ford",6,"Petrol","Individual","Manual","First ",19,1194,94.68
565,"Ford",80,"Petrol","Individual","Manual","First ",18.16,1196,86.8
681,"Ford",10,"Petrol","Individual","Manual","First ",19,1194,94.68
720,"Ford",10,"Petrol","Individual","Manual","First ",19,1194,94.68
615,"Ford",80,"Diesel","Individual","Manual","First ",22.77,1498,98.59
175,"Ford",90.4,"Diesel","Individual","Manual","First ",20,1399,68
425,"Ford",81.632,"Diesel","Dealer","Manual","First ",20,1399,68
600,"Ford",155.201,"Diesel","Dealer","Manual","First ",26.1,1498,99.23
750,"Ford",101.504,"Diesel","Dealer","Manual","First ",22.7,1498,89.84
450,"Ford",90.165,"Diesel","Dealer","Manual","First ",17.8,1399,67
793,"Ford",30,"Diesel","Individual","Manual","First ",25.83,1498,99
650,"Ford",5,"Petrol","Individual","Manual","First ",18.16,1196,86.8
280,"Ford",60,"Diesel","Individual","Manual","First ",20,1399,68
600,"Ford",90,"Diesel","Individual","Manual","First ",22.77,1498,98.59
950,"Ford",30,"Diesel","Individual","Manual","First ",23,1498,98.96
850,"Ford",63.982,"Diesel","Dealer","Manual","First ",22.7,1498,89.84
240,"Ford",100,"Diesel","Individual","Manual","First ",20,1399,68.1
700,"Ford",35,"Diesel","Individual","Manual","First ",25.83,1498,99
3250,"Ford",12,"Diesel","Individual","Automatic","First ",10.91,3198,197
670,"Ford",50.478,"Petrol","Individual","Manual","First ",15.85,1499,110.4
625,"Ford",70.67,"Petrol","Trustmark Dealer","Automatic","First ",16.5,1499,110
600,"Ford",63,"Diesel","Individual","Manual","First ",22.77,1498,98.59
700,"Ford",19.1,"Petrol","Individual","Manual","First ",19,1194,94.68
850,"Ford",60,"Diesel","Individual","Manual","First ",22.77,1498,98.59
225,"Ford",70,"Diesel","Individual","Manual","First ",20,1399,68
377,"Ford",80,"Diesel","Individual","Manual","First ",25.83,1498,99
800,"Ford",33,"Petrol","Dealer","Manual","First ",19.4,1194,94.93
459.999,"Ford",73,"Diesel","Individual","Manual","First ",25.83,1498,99
350,"Ford",113.226,"Diesel","Dealer","Manual","First ",19.68,1399,67
3250,"Ford",12,"Diesel","Individual","Automatic","First ",10.91,3198,197
416,"Ford",40,"Petrol","Individual","Automatic","First ",17.01,1499,110.4
640,"Ford",6.001,"Petrol","Dealer","Manual","First ",15.9,1496,120.69
889,"Ford",25,"Petrol","Individual","Manual","First ",17,1497,121.31
250,"Ford",40,"Diesel","Individual","Manual","First ",20,1399,68
430,"Ford",113,"Diesel","Individual","Manual","First ",25.83,1498,99
220,"Ford",100,"Diesel","Individual","Manual","First ",20,1399,68
365,"Ford",105,"Diesel","Dealer","Manual","First ",25.83,1498,99
300,"Ford",90,"Diesel","Individual","Manual","First ",20,1399,68
950,"Ford",27.62,"Diesel","Dealer","Manual","First ",22.77,1498,98.59
950,"Ford",68,"Diesel","Individual","Manual","First ",13.1,2499,141
450,"Ford",70,"Petrol","Individual","Manual","First ",18.16,1196,86.8
500,"Ford",143.2,"Diesel","Individual","Manual","First ",25.83,1498,99
551,"Ford",170,"Diesel","Individual","Manual","First ",13.1,2499,141
650,"Ford",50,"Diesel","Individual","Manual","First ",22.77,1498,98.59
680,"Ford",13.5,"Petrol","Individual","Manual","First ",17,1497,121.36
229.999,"Ford",70,"Diesel","Individual","Manual","First ",20,1399,68.1
725,"Ford",17,"Diesel","Individual","Manual","First ",24.4,1498,98.63
515,"Ford",68.609,"Diesel","Dealer","Manual","First ",22.7,1498,89.84
925,"Ford",33.36,"Diesel","Dealer","Manual","First ",22.77,1498,98.59
500,"Ford",62.96,"Diesel","Dealer","Manual","First ",25.83,1498,99
195,"Ford",163.72,"Diesel","Dealer","Manual","First ",18.5,1399,68
650,"Ford",20.706,"Diesel","Dealer","Manual","First ",23.8,1499,98.63
415,"Ford",100.581,"Diesel","Dealer","Manual","First ",25.83,1498,99
500,"Ford",15,"Petrol","Individual","Manual","First ",18.16,1196,86.8
530,"Ford",80,"Diesel","Individual","Manual","First ",26.1,1498,99.23
570,"Ford",25,"Petrol","Individual","Manual","First ",18.12,1196,86.8
500,"Ford",110,"Diesel","Individual","Automatic","First ",11.4,2953,153.86
200,"Ford",120,"Diesel","Individual","Manual","First ",20,1399,68
325,"Ford",80.322,"Diesel","Dealer","Manual","First ",17.8,1399,67
775,"Ford",30,"Petrol","Individual","Automatic","First ",15.63,1499,110.4
350,"Ford",120,"Petrol","Individual","Manual","First ",14.09,1596,99.6
325,"Ford",150,"Diesel","Individual","Manual","First ",20,1399,68
700,"Ford",62,"Diesel","Dealer","Manual","First ",13.1,2499,141
484.999,"Ford",54,"Diesel","Dealer","Manual","First ",23,1498,98.96
680,"Ford",50,"Petrol","Individual","Manual","First ",15.85,1499,110.4
640,"Ford",82,"Diesel","Individual","Manual","First ",25.83,1498,99
185,"Ford",85.568,"Diesel","Dealer","Manual","First ",18.5,1399,68
250,"Ford",47,"Petrol","Individual","Manual","First ",15.3,1596,101
408,"Ford",60,"Petrol","Individual","Manual","First ",18.16,1196,86.8
725,"Ford",45,"Diesel","Individual","Manual","First ",23,1498,98.96
250,"Ford",25,"Petrol","Individual","Manual","First ",15.6,1196,70
599,"Ford",92.651,"Diesel","Dealer","Manual","First ",21.7,1498,98.96
675,"Ford",7,"Petrol","Individual","Manual","First ",19.4,1194,94.93
300,"Ford",80,"Diesel","Individual","Manual","First ",20,1399,68.05
2100,"Ford",80,"Diesel","Individual","Automatic","First ",10.91,3198,197
670,"Ford",70,"Diesel","Individual","Manual","First ",25.83,1498,99
300,"Ford",80,"Diesel","Individual","Manual","First ",20,1399,68
150,"Ford",15.858,"Petrol","Individual","Manual","First ",13.8,1299,70
416,"Ford",40,"Petrol","Individual","Automatic","First ",17.01,1499,110.4
400,"Ford",30,"Diesel","Individual","Manual","First ",20,1399,68.05
900,"Ford",19,"Diesel","Individual","Manual","First ",23,1498,98.96
240,"Ford",72,"Diesel","Individual","Manual","First ",20,1399,68
675,"Ford",2.789,"Petrol","Dealer","Manual","First ",18.16,1196,86.8
700,"Ford",35.278,"Diesel","Dealer","Manual","First ",23.8,1499,98.97
795,"Ford",2.86,"Diesel","Dealer","Manual","First ",23.8,1499,98.97
250,"Ford",78.562,"Diesel","Dealer","Manual","First ",20,1399,68
620,"Ford",35,"Diesel","Individual","Manual","First ",24.29,1498,99
600,"Ford",63,"Diesel","Individual","Manual","First ",22.77,1498,98.59
350,"Ford",90,"Petrol","Individual","Manual","First ",14.09,1596,99.6
330,"Ford",60,"Diesel","Individual","Manual","First ",17.8,1399,67
550,"Ford",14.2,"Petrol","Individual","Manual","First ",18.16,1196,86.8
142,"Ford",97,"Petrol","Individual","Manual","First ",16.6,1388,68
1145,"Ford",20,"Diesel","Individual","Manual","First ",23,1498,98.96
300,"Ford",54,"Diesel","Individual","Manual","First ",20,1399,68
850,"Ford",90,"Petrol","Individual","Manual","First ",17,1497,121.36
700,"Ford",60,"Diesel","Individual","Manual","First ",22.77,1498,98.59
850,"Ford",60,"Diesel","Individual","Manual","First ",22.77,1498,98.59
750,"Ford",17,"Diesel","Individual","Manual","First ",23,1498,98.96
900,"Ford",35,"Diesel","Individual","Manual","First ",23,1498,98.96
700,"Ford",70,"Diesel","Individual","Manual","First ",25.83,1498,99
600,"Ford",135,"Diesel","Individual","Manual","First ",22.77,1498,98.59
950,"Ford",20,"Diesel","Individual","Manual","First ",23,1498,98.96
515,"Ford",68.609,"Diesel","Dealer","Manual","First ",22.7,1498,89.84
925,"Ford",33.36,"Diesel","Dealer","Manual","First ",22.77,1498,98.59
975,"Ford",30,"Diesel","Individual","Manual","First ",23,1498,98.96
620,"Ford",15,"Petrol","Individual","Manual","First ",20.4,1194,94.93
